time_utc,t_ms,die_c,amb_c,rssi_dbm,gain_step,snr_db,rssi_sync
2026-07-20T05:28:24.806+00:00,12649586,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:25.113+00:00,12649893,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:25.420+00:00,12650200,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:25.727+00:00,12650507,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:26.034+00:00,12650814,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:26.341+00:00,12651121,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:26.648+00:00,12651428,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:28:26.955+00:00,12651735,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:28:27.262+00:00,12652042,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:27.569+00:00,12652349,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:28.183+00:00,12652656,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:28.183+00:00,12652963,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:28.490+00:00,12653270,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:28.797+00:00,12653577,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:29.104+00:00,12653884,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:29.411+00:00,12654191,41.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:29.718+00:00,12654498,41.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:30.025+00:00,12654805,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:30.332+00:00,12655112,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:30.639+00:00,12655419,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:30.946+00:00,12655726,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:31.253+00:00,12656033,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:31.560+00:00,12656340,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:31.867+00:00,12656647,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:32.174+00:00,12656954,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:32.481+00:00,12657261,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:32.788+00:00,12657568,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:33.095+00:00,12657875,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:33.402+00:00,12658182,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:33.709+00:00,12658489,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:34.016+00:00,12658796,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:34.323+00:00,12659103,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:34.630+00:00,12659410,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:34.937+00:00,12659717,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:28:35.244+00:00,12660024,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:35.551+00:00,12660331,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:35.858+00:00,12660638,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:36.165+00:00,12660945,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:36.471+00:00,12661252,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:36.779+00:00,12661559,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:37.086+00:00,12661866,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:37.393+00:00,12662173,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:37.700+00:00,12662480,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:38.007+00:00,12662787,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:38.314+00:00,12663094,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:38.621+00:00,12663401,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:38.928+00:00,12663708,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:39.234+00:00,12664015,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:39.542+00:00,12664322,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:39.849+00:00,12664629,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:40.156+00:00,12664936,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:40.462+00:00,12665243,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:41.076+00:00,12665550,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:41.076+00:00,12665857,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:41.383+00:00,12666164,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:41.690+00:00,12666471,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:41.997+00:00,12666778,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:42.304+00:00,12667085,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:42.611+00:00,12667392,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:42.918+00:00,12667699,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:43.225+00:00,12668006,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:43.532+00:00,12668313,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:43.839+00:00,12668620,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:44.146+00:00,12668927,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:44.453+00:00,12669234,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:44.760+00:00,12669541,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:45.067+00:00,12669848,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:45.374+00:00,12670155,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:45.681+00:00,12670462,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:45.988+00:00,12670769,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:46.295+00:00,12671076,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:46.602+00:00,12671383,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:46.909+00:00,12671690,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:47.216+00:00,12671997,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:47.523+00:00,12672304,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:47.830+00:00,12672611,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:48.137+00:00,12672918,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:48.444+00:00,12673225,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:48.751+00:00,12673532,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:49.058+00:00,12673839,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:49.365+00:00,12674146,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:28:49.672+00:00,12674453,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:49.979+00:00,12674760,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:50.286+00:00,12675067,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:50.593+00:00,12675374,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:50.900+00:00,12675681,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:51.207+00:00,12675988,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:51.514+00:00,12676295,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:51.821+00:00,12676602,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:52.128+00:00,12676909,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:52.435+00:00,12677216,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:52.742+00:00,12677523,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:53.049+00:00,12677830,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:53.355+00:00,12678137,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:53.663+00:00,12678444,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:53.970+00:00,12678751,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:54.277+00:00,12679058,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:54.583+00:00,12679365,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:54.891+00:00,12679672,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:55.198+00:00,12679979,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:55.505+00:00,12680286,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:55.812+00:00,12680593,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:56.119+00:00,12680900,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:56.426+00:00,12681207,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:56.733+00:00,12681514,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:57.040+00:00,12681821,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:57.347+00:00,12682128,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:57.654+00:00,12682435,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:57.961+00:00,12682742,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:58.268+00:00,12683049,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:58.575+00:00,12683356,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:58.882+00:00,12683663,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:59.189+00:00,12683970,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:59.495+00:00,12684277,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:59.803+00:00,12684584,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:00.110+00:00,12684891,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:00.416+00:00,12685198,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:00.723+00:00,12685505,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:29:01.030+00:00,12685812,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:29:01.337+00:00,12686119,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:01.644+00:00,12686426,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:01.951+00:00,12686733,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:02.258+00:00,12687040,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:02.565+00:00,12687347,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:02.872+00:00,12687654,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:03.179+00:00,12687961,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:03.486+00:00,12688268,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:29:03.793+00:00,12688575,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:29:04.100+00:00,12688882,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:29:04.407+00:00,12689189,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:04.714+00:00,12689496,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:05.021+00:00,12689803,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:05.328+00:00,12690110,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:05.635+00:00,12690417,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:05.942+00:00,12690724,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:06.249+00:00,12691031,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:06.556+00:00,12691338,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:06.863+00:00,12691645,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:07.170+00:00,12691952,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:07.477+00:00,12692259,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:07.783+00:00,12692566,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:08.091+00:00,12692873,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:08.398+00:00,12693180,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:08.705+00:00,12693487,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:09.012+00:00,12693794,41.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:09.319+00:00,12694101,41.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:29:09.625+00:00,12694408,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:29:09.933+00:00,12694715,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:29:10.240+00:00,12695022,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:29:10.547+00:00,12695329,40.3,28.68,0.0,10,14.5,-35.5
2026-07-20T05:29:10.854+00:00,12695636,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:11.161+00:00,12695943,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:11.468+00:00,12696250,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:11.774+00:00,12696557,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:12.082+00:00,12696864,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:12.388+00:00,12697171,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:29:12.695+00:00,12697478,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:29:13.002+00:00,12697785,41.3,28.68,0.0,10,15.0,-35.5
