--- Terminal on /dev/ttyACM1 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
aw_m,die_c,amb_c
4238728,-3.5832,48.3,38.68
4239449,-3.5832,48.3,38.68
4240170,-3.5832,48.3,38.67
4240891,-3.5832,48.3,38.66
4241612,-3.5832,48.3,38.65
4242333,-3.5832,48.3,38.65
4243054,-3.5832,48.3,38.63
4243775,-3.5832,47.3,38.63
4244496,-3.5832,47.3,38.62
4245217,-3.5832,47.3,38.61
4245938,-3.5832,47.3,38.60
4246659,-3.5832,47.3,38.59
4247380,-3.5832,47.3,38.58
4248101,-3.5832,47.3,38.56
4248822,-3.5832,47.3,38.56
4249543,-2.1860,48.3,38.55
4250264,-2.7719,47.3,38.54
4250985,-3.8537,47.3,38.53
4251706,-2.6367,47.3,38.52
4252427,-2.5916,47.3,38.51
4253148,-3.1776,48.3,38.50
4253869,-2.7719,47.3,38.49
4254590,-3.9889,47.3,38.49
4255311,-4.1241,47.3,38.48
4256032,-2.3888,47.3,38.47
4256753,-2.2761,47.3,38.46
4257474,-3.2001,47.3,38.45
4258195,-3.3353,47.3,38.44
4258916,-4.1917,47.3,38.43
4259637,-2.2085,47.3,38.42
4260358,-2.2085,47.3,38.41
4261079,-2.2085,47.3,38.40
4261800,-2.2085,47.3,38.39
4262521,-2.2085,47.3,38.38
4263242,-2.2085,47.3,38.37
4263963,-2.2085,47.3,38.36
4264684,-2.2085,47.3,38.35
4265405,-2.2085,47.3,38.34
4266126,-2.2085,47.3,38.33
4266847,-2.2085,47.3,38.32
4267568,-2.2085,47.3,38.31
4268289,-2.2085,47.3,38.31
4269010,-2.2085,47.3,38.30
4269731,-2.2085,46.3,38.28
4270452,-2.2085,46.3,38.27
4271173,-2.2085,46.3,38.26
4271894,-2.2085,47.3,38.25
4272615,-2.2085,47.3,38.24
4273336,-2.2085,47.3,38.23
4274057,-2.2085,47.3,38.21
4274778,-2.2085,47.3,38.20
4275499,-5.3861,47.3,38.19
4276220,-3.2677,47.3,38.19
4276941,-3.6283,47.3,38.17
4277662,-3.9438,47.3,38.16
4278383,-2.8395,46.3,38.15
4279104,-2.8395,47.3,38.14
4279825,-2.1635,47.3,38.13
4280546,-3.2227,47.3,38.12
4281267,-2.1635,47.3,38.11
4281988,-2.8170,47.3,38.10
4282709,-2.0057,47.3,38.09
4283430,-2.6593,47.3,38.08
4284151,-3.3353,47.3,38.07
4284872,-1.9156,47.3,38.06
4285593,-1.6902,46.3,38.06
4286314,-2.1635,47.3,38.04
4287035,-2.1635,47.3,38.03
4287756,-2.1635,47.3,38.02
4288477,-2.1635,47.3,38.00
4289198,-2.1635,47.3,37.99
4289919,-2.1635,47.3,37.99
4290640,-2.1635,47.3,37.97
4291361,-2.1635,46.3,37.97
4292082,-2.1635,47.3,37.95
4292803,-2.1635,47.3,37.94
4293524,-2.1635,47.3,37.93
4294245,-2.1635,47.3,37.91
4294966,-2.1635,47.3,37.91
4295687,-2.1635,46.3,37.90
4296408,-2.1635,46.3,37.89
4297129,-2.1635,46.3,37.88
4297850,-2.1635,46.3,37.86
4298571,-2.1635,46.3,37.85
4299292,-2.1635,47.3,37.84
4300013,-2.1635,47.3,37.83
4300734,-2.1635,47.3,37.82
4301455,-2.1635,47.3,37.81
4302176,-5.7242,46.3,37.80
4302897,-4.0565,46.3,37.78
4303618,-5.3636,46.3,37.77
4304339,-5.2734,46.3,37.76
# [n=5900] mean=-6.0814 m  sigma=1.8524 m  die=46.3 C  CalVal=-38
4305060,-5.7242,46.3,37.75
4305781,-6.6481,47.3,37.74
4306502,-5.5439,46.3,37.73
4307223,-7.3017,46.3,37.72
4307944,-6.5129,46.3,37.71
4308665,-6.4678,47.3,37.70
4309386,-6.7383,46.3,37.69
4310107,-6.1749,46.3,37.67
4310828,-6.2200,46.3,37.66
4311549,-7.0538,46.3,37.65
4312270,-6.4904,46.3,37.64
4312991,-17.2401,46.3,37.62
4313712,-17.2401,46.3,37.61
4314433,-17.2401,46.3,37.60
4315154,-17.2401,46.3,37.59
4315875,-17.2401,46.3,37.58
4316596,-17.2401,46.3,37.57
4317317,-17.2401,47.3,37.56
4318038,-17.2401,46.3,37.55
4318759,-17.2401,46.3,37.54
4319480,-17.2401,46.3,37.53
4320201,-17.2401,46.3,37.51
4320922,-17.2401,46.3,37.50
4321643,-17.2401,47.3,37.48
4322364,-17.2401,47.3,37.48
4323085,-17.2401,47.3,37.46
4323806,-17.2401,47.3,37.45
4324527,-17.2401,47.3,37.45
4325248,-17.2401,47.3,37.43
4325969,-17.2401,46.3,37.42
4326690,-17.2401,46.3,37.41
4327411,-17.2401,47.3,37.39
4328132,-17.2401,46.3,37.38
4328853,-4.0114,46.3,37.38
4329574,-5.1382,46.3,37.36
4330295,-5.0255,46.3,37.35
4331016,-5.3410,46.3,37.34
4331737,-4.8227,46.3,37.33
4332458,-4.9354,46.3,37.32
4333179,-5.0706,46.3,37.31
4333900,-4.7326,46.3,37.29
4334621,-5.0931,46.3,37.28
4335342,-5.7918,46.3,37.27
4336063,-4.1466,46.3,37.25
4336784,-5.2058,46.3,37.24
4337505,-5.5664,46.3,37.23
4338226,-5.4087,46.3,37.21
4338947,-4.7776,46.3,37.20
4339668,-4.7776,46.3,37.19
4340389,-4.7776,46.3,37.18
4341110,-4.7776,46.3,37.17
4341831,-4.7776,46.3,37.15
4342552,-4.7776,46.3,37.14
4343273,-4.7776,46.3,37.13
4343994,-4.7776,46.3,37.12
4344715,-4.7776,46.3,37.10
4345436,-4.7776,46.3,37.09
4346157,-4.7776,45.3,37.08
4346878,-4.7776,45.3,37.07
4347599,-4.7776,45.3,37.06
4348320,-4.7776,46.3,37.05
4349041,-4.7776,45.3,37.04
4349762,-4.7776,46.3,37.02
4350483,-4.7776,45.3,37.00
4351204,-4.7776,45.3,37.00
4351925,-4.7776,45.3,36.98
4352646,-4.7776,45.3,36.97
4353367,-4.7776,45.3,36.96
4354088,-4.7776,45.3,36.94
4354809,-4.7776,45.3,36.93
4355530,-5.3185,45.3,36.92
4356251,-4.8002,45.3,36.90
4356972,-4.7326,46.3,36.89
4357693,-4.0790,46.3,36.88
4358414,-4.3269,46.3,36.87
4359135,-5.1833,46.3,36.85
4359856,-5.3636,46.3,36.85
4360577,-5.4763,46.3,36.83
4361298,-4.9354,46.3,36.83
4362019,-5.0931,45.3,36.81
4362740,-5.9495,46.3,36.79
4363461,-5.8819,46.3,36.78
4364182,-5.2734,46.3,36.77
4364903,-4.8453,46.3,36.76
4365624,-5.4312,45.3,36.74
4366345,-5.4312,45.3,36.73
4367066,-5.4312,45.3,36.72
4367787,-5.4312,46.3,36.71
4368508,-5.4312,45.3,36.70
4369229,-5.4312,45.3,36.69
4369950,-5.4312,46.3,36.67
4370671,-5.4312,46.3,36.67
4371392,-5.4312,46.3,36.65
4372113,-5.4312,45.3,36.64
4372834,-5.4312,46.3,36.62
4373555,-5.4312,46.3,36.61
4374276,-5.4312,46.3,36.60
4374997,-5.4312,46.3,36.58
4375718,-5.4312,45.3,36.57
4376439,-5.4312,45.3,36.56
# [n=6000] mean=-6.1115 m  sigma=1.9607 m  die=45.3 C  CalVal=-38
4377160,-5.4312,45.3,36.55
4377881,-5.4312,45.3,36.54
4378602,-5.4312,45.3,36.52
4379323,-5.4312,45.3,36.51
4380044,-5.4312,45.3,36.50
4380765,-5.4312,45.3,36.49
4381486,-5.4312,45.3,36.48
4382207,-5.2509,45.3,36.46
4382928,-6.1073,45.3,36.45
4383649,-5.4312,45.3,36.44
4384370,-5.2509,45.3,36.43
4385091,-5.3861,45.3,36.42
4385812,-5.3410,45.3,36.40
4386533,-4.8453,45.3,36.39
4387254,-5.7242,45.3,36.37
4387975,-5.0481,45.3,36.36
4388696,-5.2058,45.3,36.35
4389417,-4.3720,45.3,36.34
4390138,-5.5439,45.3,36.32
4390859,-5.6565,45.3,36.31
4391580,-5.0706,45.3,36.30
4392301,-5.6791,45.3,36.28
4393022,-5.6791,45.3,36.27
4393743,-5.6791,44.3,36.26
4394464,-5.6791,45.3,36.25
4395185,-5.6791,45.3,36.24
4395906,-5.6791,45.3,36.23
4396627,-5.6791,45.3,36.22
4397348,-5.6791,45.3,36.20
4398069,-5.6791,45.3,36.19
4398790,-5.6791,45.3,36.18
4399511,-5.6791,45.3,36.16
4400232,-5.6791,45.3,36.15
4400953,-5.6791,45.3,36.14
4401674,-5.6791,45.3,36.13
4402395,-5.6791,45.3,36.12
4403116,-5.6791,45.3,36.10
4403837,-5.6791,45.3,36.09
4404558,-5.6791,45.3,36.08
4405279,-5.6791,45.3,36.06
4406000,-5.6791,45.3,36.05
4406721,-5.6791,45.3,36.04
4407442,-5.6791,45.3,36.03
4408163,-5.6791,45.3,36.01
4408884,-4.8678,45.3,36.00
4409605,-5.8594,45.3,35.99
4410326,-4.7776,45.3,35.97
4411047,-4.5297,45.3,35.96
4411768,-4.9805,45.3,35.95
4412489,-5.5439,45.3,35.93
4413210,-5.9495,44.3,35.92
4413931,-4.8453,45.3,35.91
4414652,-5.3185,45.3,35.90
4415373,-5.2509,45.3,35.88
4416094,-5.0931,44.3,35.87
4416815,-4.7551,44.3,35.86
4417536,-5.0931,44.3,35.85
4418257,-4.7326,45.3,35.84
4418978,-5.3861,45.3,35.83
4419699,-5.3861,44.3,35.81
4420420,-5.3861,44.3,35.80
4421141,-5.3861,44.3,35.79
4421862,-5.3861,45.3,35.78
4422583,-5.3861,45.3,35.76
4423304,-5.3861,45.3,35.75
4424025,-5.3861,45.3,35.74
4424746,-5.3861,45.3,35.73
4425467,-5.3861,45.3,35.71
4426188,-5.3861,45.3,35.70
4426909,-5.3861,45.3,35.69
4427630,-5.3861,44.3,35.67
4428351,-5.3861,45.3,35.66
4429072,-5.3861,44.3,35.65
4429793,-5.3861,44.3,35.63
4430514,-5.3861,45.3,35.62
4431235,-5.3861,45.3,35.60
4431956,-5.3861,44.3,35.59
4432677,-5.3861,44.3,35.58
4433398,-5.3861,44.3,35.57
4434119,-5.3861,44.3,35.55
4434840,-5.3861,44.3,35.54
4435561,-5.5439,44.3,35.53
4436282,-6.2650,45.3,35.52
4437003,-5.6340,44.3,35.50
4437724,-5.6565,44.3,35.49
4438445,-5.4312,44.3,35.48
4439166,-5.5664,44.3,35.47
4439887,-6.4002,44.3,35.46
4440608,-4.7776,44.3,35.45
4441329,-5.0706,44.3,35.43
4442050,-6.3101,44.3,35.42
4442771,-4.9354,44.3,35.41
4443492,-5.6565,44.3,35.40
4444213,-5.4763,44.3,35.39
4444934,-5.8819,44.3,35.37
4445655,-6.2425,44.3,35.36
4446376,-6.2425,44.3,35.35
4447097,-6.2425,44.3,35.33
4447818,-6.2425,44.3,35.31
4448539,-6.2425,44.3,35.29
# [n=6100] mean=-6.1012 m  sigma=1.9468 m  die=44.3 C  CalVal=-38
4449260,-6.2425,44.3,35.29
4449981,-6.2425,44.3,35.28
4450702,-6.2425,44.3,35.26
4451423,-6.2425,44.3,35.25
4452144,-6.2425,44.3,35.24
4452865,-6.2425,44.3,35.23
4453586,-6.2425,44.3,35.22
4454307,-6.2425,44.3,35.21
4455028,-6.2425,44.3,35.19
4455749,-6.2425,44.3,35.19
4456470,-6.2425,44.3,35.17
4457191,-6.2425,44.3,35.16
4457912,-6.2425,44.3,35.15
4458633,-6.2425,44.3,35.13
4459354,-6.2425,44.3,35.12
4460075,-6.2425,44.3,35.11
4460796,-6.2425,44.3,35.10
4461517,-6.2425,44.3,35.08
4462238,-6.4453,44.3,35.07
4462959,-5.7692,44.3,35.06
4463680,-6.5355,44.3,35.04
4464401,-6.4678,44.3,35.03
4465122,-5.7467,44.3,35.01
4465843,-6.4228,44.3,35.00
4466564,-6.3777,44.3,34.99
4467285,-6.3101,44.3,34.98
4468006,-6.3326,44.3,34.96
4468727,-5.5664,44.3,34.96
4469448,-6.3777,44.3,34.94
4470169,-5.7016,44.3,34.93
4470890,-6.3777,44.3,34.92
4471611,-5.0481,45.3,34.91
4472332,-5.9721,44.3,34.90
4473053,-5.9721,44.3,34.89
4473774,-5.9721,44.3,34.88
4474495,-5.9721,44.3,34.86
4475216,-5.9721,44.3,34.85
4475937,-5.9721,44.3,34.84
4476658,-5.9721,44.3,34.83
4477379,-5.9721,44.3,34.82
4478100,-5.9721,44.3,34.80
4478821,-5.9721,44.3,34.79
4479542,-5.9721,44.3,34.77
4480263,-5.9721,44.3,34.76
4480984,-5.9721,43.3,34.75
4481705,-5.9721,44.3,34.74
4482426,-5.9721,44.3,34.73
4483147,-5.9721,44.3,34.72
4483868,-5.9721,44.3,34.70
4484589,-5.9721,44.3,34.69
4485310,-5.9721,44.3,34.67
4486031,-5.9721,44.3,34.66
4486752,-5.9721,44.3,34.65
4487473,-5.9721,43.3,34.64
4488194,-5.9721,44.3,34.63
4488915,-6.4453,44.3,34.62
4489636,-6.1298,44.3,34.60
4490357,-5.9721,44.3,34.59
4491078,-5.8594,44.3,34.58
4491799,-5.8819,44.3,34.57
4492520,-6.0171,43.3,34.55
4493241,-6.8960,44.3,34.54
4493962,-6.1523,43.3,34.53
4494683,-6.4002,44.3,34.52
4495404,-5.7467,44.3,34.51
4496125,-6.6256,44.3,34.50
4496846,-6.5355,44.3,34.49
4497567,-6.7157,44.3,34.48
4498288,-6.7834,44.3,34.46
4499009,-6.0171,44.3,34.45
4499730,-6.0171,44.3,34.44
4500451,-6.0171,44.3,34.43
4501172,-6.0171,44.3,34.41
4501893,-6.0171,44.3,34.40
4502614,-6.0171,44.3,34.39
4503335,-6.0171,43.3,34.37
4504056,-6.0171,44.3,34.36
4504777,-6.0171,43.3,34.34
4505498,-6.0171,43.3,34.33
4506219,-6.0171,43.3,34.32
4506940,-6.0171,43.3,34.31
4507661,-6.0171,44.3,34.30
4508382,-6.0171,44.3,34.29
4509103,-6.0171,43.3,34.27
4509824,-6.0171,43.3,34.27
4510545,-6.0171,43.3,34.26
4511266,-6.0171,43.3,34.24
4511987,-6.0171,43.3,34.23
4512708,-6.0171,43.3,34.22
4513429,-6.0171,43.3,34.21
4514150,-6.0171,43.3,34.19
4514871,-6.0171,43.3,34.18
4515592,-6.3777,43.3,34.17
4516313,-6.7157,43.3,34.15
4517034,-6.2425,43.3,34.15
4517755,-6.0397,43.3,34.14
4518476,-5.8819,43.3,34.13
4519197,-6.7834,43.3,34.11
4519918,-6.2650,43.3,34.10
4520639,-6.3101,43.3,34.09
# [n=6200] mean=-6.1015 m  sigma=1.9313 m  die=43.3 C  CalVal=-38
4521360,-6.0397,43.3,34.08
4522081,-5.9495,43.3,34.07
4522802,-6.5805,43.3,34.05
4523523,-5.6115,43.3,34.04
4524244,-6.1298,43.3,34.02
4524965,-5.9495,43.3,34.01
4525686,-5.9721,43.3,34.00
4526407,-5.9721,43.3,33.99
4527128,-5.9721,43.3,33.98
4527849,-5.9721,43.3,33.97
4528570,-5.9721,43.3,33.95
4529291,-5.9721,43.3,33.95
4530012,-5.9721,43.3,33.93
4530733,-5.9721,43.3,33.92
4531454,-5.9721,43.3,33.91
4532175,-5.9721,43.3,33.90
4532896,-5.9721,43.3,33.89
4533617,-5.9721,43.3,33.88
4534338,-5.9721,43.3,33.86
4535059,-5.9721,43.3,33.85
4535780,-5.9721,43.3,33.84
4536501,-5.9721,43.3,33.84
4537222,-5.9721,43.3,33.82
4537943,-5.9721,43.3,33.81
4538664,-5.9721,43.3,33.80
4539385,-5.9721,43.3,33.79
4540106,-5.9721,43.3,33.77
4540827,-5.9721,43.3,33.76
4541548,-5.9721,42.3,33.75
4542269,-6.6481,42.3,33.74
4542990,-5.6115,43.3,33.73
4543711,-5.6565,43.3,33.71
4544432,-5.8819,42.3,33.70
4545153,-6.8059,43.3,33.69
4545874,-5.7242,42.3,33.68
4546595,-5.9721,42.3,33.67
4547316,-6.4453,42.3,33.65
4548037,-6.1974,42.3,33.65
4548758,-6.2200,42.3,33.64
4549479,-6.7157,42.3,33.62
4550200,-6.7834,42.3,33.61
4550921,-5.1382,42.3,33.60
4551642,-5.8143,43.3,33.59
4552363,-6.6031,42.3,33.58
4553084,-6.6031,42.3,33.56
4553805,-6.6031,42.3,33.56
4554526,-6.6031,43.3,33.55
4555247,-6.6031,43.3,33.54
4555968,-6.6031,43.3,33.53
4556689,-6.6031,43.3,33.51
4557410,-6.6031,43.3,33.50
4558131,-6.6031,42.3,33.50
4558852,-6.6031,42.3,33.48
4559573,-6.6031,43.3,33.47
4560294,-6.6031,42.3,33.46
4561015,-6.6031,42.3,33.45
4561736,-6.6031,42.3,33.44
4562457,-6.6031,43.3,33.43
4563178,-6.6031,43.3,33.41
4563899,-6.6031,42.3,33.41
4564620,-6.6031,43.3,33.39
4565341,-6.6031,43.3,33.38
4566062,-6.6031,42.3,33.37
4566783,-6.6031,42.3,33.36
4567504,-6.6031,42.3,33.34
4568225,-6.6031,42.3,33.33
4568946,-6.2425,42.3,33.32
4569667,-6.1974,42.3,33.31
4570388,-6.1073,42.3,33.30
4571109,-6.5129,42.3,33.29
4571830,-6.4228,42.3,33.28
4572551,-6.3326,42.3,33.27
4573272,-5.5439,42.3,33.26
4573993,-6.4002,42.3,33.24
4574714,-6.1523,42.3,33.24
4575435,-6.9186,42.3,33.22
4576156,-6.2876,42.3,33.21
4576877,-6.2425,42.3,33.20
4577598,-6.8284,42.3,33.20
4578319,-5.9946,42.3,33.18
4579040,-5.7918,42.3,33.17
4579761,-5.7918,42.3,33.16
4580482,-5.7918,42.3,33.15
4581203,-5.7918,42.3,33.14
4581924,-5.7918,42.3,33.13
4582645,-5.7918,42.3,33.11
4583366,-5.7918,42.3,33.11
4584087,-5.7918,42.3,33.09
4584808,-5.7918,42.3,33.08
4585529,-5.7918,42.3,33.07
4586250,-5.7918,42.3,33.06
4586971,-5.7918,42.3,33.05
4587692,-5.7918,42.3,33.03
4588413,-5.7918,42.3,33.02
4589134,-5.7918,42.3,33.02
4589855,-5.7918,42.3,33.01
4590576,-5.7918,42.3,32.99
4591297,-5.7918,42.3,32.98
4592018,-5.7918,42.3,32.97
4592739,-5.7918,42.3,32.96
# [n=6300] mean=-6.1023 m  sigma=1.9165 m  die=42.3 C  CalVal=-38
4593460,-5.7918,42.3,32.95
4594181,-5.7918,42.3,32.94
4594902,-5.7918,42.3,32.93
4595623,-5.5439,42.3,32.92
4596344,-6.4002,42.3,32.91
4597065,-6.2876,42.3,32.90
4597786,-6.9862,43.3,32.89
4598507,-7.1665,42.3,32.88
4599228,-7.0538,42.3,32.86
4599949,-6.9411,42.3,32.85
4600670,-6.8284,42.3,32.84
4601391,-6.1523,42.3,32.83
4602112,-6.3101,42.3,32.82
4602833,-6.6256,42.3,32.81
4603554,-6.2876,42.3,32.80
4604275,-6.3552,42.3,32.79
4604996,-6.3101,41.3,32.79
4605717,-6.5355,42.3,32.77
4606438,-6.5355,42.3,32.76
4607159,-6.5355,42.3,32.75
4607880,-6.5355,42.3,32.74
4608601,-6.5355,42.3,32.72
4609322,-6.5355,41.3,32.71
4610043,-6.5355,42.3,32.70
4610764,-6.5355,42.3,32.69
4611485,-6.5355,42.3,32.69
4612206,-6.5355,42.3,32.67
4612927,-6.5355,42.3,32.66
4613648,-6.5355,42.3,32.65
4614369,-6.5355,41.3,32.65
4615090,-6.5355,41.3,32.63
4615811,-6.5355,41.3,32.62
4616532,-6.5355,41.3,32.61
4617253,-6.5355,41.3,32.60
4617974,-6.5355,42.3,32.59
4618695,-6.5355,42.3,32.58
4619416,-6.5355,41.3,32.57
4620137,-6.5355,42.3,32.56
4620858,-6.5355,42.3,32.55
4621579,-6.5355,42.3,32.54
4622300,-6.5805,42.3,32.53
4623021,-6.9411,42.3,32.52
4623742,-7.0763,42.3,32.51
4624463,-5.9270,41.3,32.50
4625184,-6.2876,41.3,32.49
4625905,-6.2876,41.3,32.48
4626626,-6.8510,41.3,32.47
4627347,-6.1749,41.3,32.46
4628068,-6.1073,41.3,32.45
4628789,-7.0538,41.3,32.44
4629510,-6.2876,41.3,32.42
4630231,-6.1298,41.3,32.42
4630952,-5.9495,41.3,32.40
4631673,-7.0312,41.3,32.40
4632394,-7.1665,42.3,32.39
4633115,-7.1665,42.3,32.37
4633836,-7.1665,41.3,32.36
4634557,-7.1665,41.3,32.35
4635278,-7.1665,42.3,32.34
4635999,-7.1665,41.3,32.34
4636720,-7.1665,41.3,32.33
4637441,-7.1665,41.3,32.32
4638162,-7.1665,41.3,32.31
4638883,-7.1665,41.3,32.30
4639604,-7.1665,41.3,32.29
4640325,-7.1665,42.3,32.28
4641046,-7.1665,41.3,32.27
4641767,-7.1665,42.3,32.26
4642488,-7.1665,41.3,32.25
4643209,-7.1665,42.3,32.25
4643930,-7.1665,42.3,32.23
4644651,-7.1665,41.3,32.22
4645372,-7.1665,42.3,32.21
4646093,-7.1665,42.3,32.20
4646814,-7.1665,42.3,32.19
4647535,-7.1665,41.3,32.18
4648256,-7.1665,41.3,32.17
4648977,-6.4228,41.3,32.16
4649698,-6.3101,41.3,32.15
4650419,-6.9636,41.3,32.14
4651140,-6.5355,41.3,32.13
4651861,-7.1665,41.3,32.12
4652582,-6.8960,41.3,32.11
4653303,-6.2650,41.3,32.10
4654024,-6.6932,41.3,32.09
4654745,-6.3552,41.3,32.08
4655466,-6.2650,41.3,32.07
4656187,-6.1523,41.3,32.06
4656908,-7.3468,41.3,32.05
4657629,-7.0538,41.3,32.04
4658350,-6.1974,41.3,32.02
4659071,-6.6031,41.3,32.02
4659792,-6.6031,41.3,32.01
4660513,-6.6031,41.3,32.00
4661234,-6.6031,41.3,31.99
4661955,-6.6031,41.3,31.98
4662676,-6.6031,41.3,31.97
4663397,-6.6031,41.3,31.96
4664118,-6.6031,41.3,31.96
4664839,-6.6031,41.3,31.95
# [n=6400] mean=-6.1111 m  sigma=1.9034 m  die=41.3 C  CalVal=-38
4665560,-6.6031,41.3,31.94
4666281,-6.6031,41.3,31.93
4667002,-6.6031,41.3,31.92
4667723,-6.6031,41.3,31.91
4668444,-6.6031,41.3,31.90
4669165,-6.6031,41.3,31.89
4669886,-6.6031,41.3,31.88
4670607,-6.6031,41.3,31.87
4671328,-6.6031,41.3,31.86
4672049,-6.6031,41.3,31.85
4672770,-6.6031,41.3,31.84
4673491,-6.6031,41.3,31.83
4674212,-6.6031,41.3,31.82
4674933,-6.6031,41.3,31.81
4675654,-6.6256,41.3,31.80
4676375,-6.8960,41.3,31.79
4677096,-6.4453,41.3,31.78
4677817,-6.0397,41.3,31.77
4678538,-6.8510,41.3,31.76
4679259,-6.5805,41.3,31.75
4679980,-6.6707,41.3,31.74
4680701,-7.4369,41.3,31.73
4681422,-6.4678,41.3,31.72
4682143,-7.0312,41.3,31.71
4682864,-6.8510,41.3,31.70
4683585,-6.8510,41.3,31.69
4684306,-6.1523,41.3,31.68
4685027,-6.7383,41.3,31.67
4685748,-6.9186,41.3,31.67
4686469,-6.9186,41.3,31.66
4687190,-6.9186,41.3,31.65
4687911,-6.9186,41.3,31.64
4688632,-6.9186,41.3,31.62
4689353,-6.9186,41.3,31.62
4690074,-6.9186,41.3,31.60
4690795,-6.9186,41.3,31.60
4691516,-6.9186,41.3,31.59
4692237,-6.9186,41.3,31.58
4692958,-6.9186,41.3,31.57
4693679,-6.9186,41.3,31.56
4694400,-6.9186,41.3,31.56
4695121,-6.9186,41.3,31.54
4695842,-6.9186,41.3,31.54
4696563,-6.9186,41.3,31.52
4697284,-6.9186,41.3,31.52
4698005,-6.9186,41.3,31.51
4698726,-6.9186,41.3,31.50
4699447,-6.9186,41.3,31.49
4700168,-6.9186,40.3,31.48
4700889,-6.9186,41.3,31.48
4701610,-6.9186,41.3,31.47
4702331,-7.4144,41.3,31.46
4703052,-6.8735,41.3,31.45
4703773,-6.8735,41.3,31.43
4704494,-7.2115,41.3,31.42
4705215,-7.4369,41.3,31.41
4705936,-6.4453,41.3,31.40
4706657,-6.4453,41.3,31.40
4707378,-6.6031,41.3,31.39
4708099,-6.6932,41.3,31.38
4708820,-7.0312,41.3,31.37
4709541,-6.1298,41.3,31.36
4710262,-6.1523,41.3,31.35
4710983,-6.8059,41.3,31.35
4711704,-6.4453,40.3,31.34
4712425,-6.5129,40.3,31.33
4713146,-6.5129,41.3,31.32
4713867,-6.5129,41.3,31.31
4714588,-6.5129,41.3,31.30
4715309,-6.5129,41.3,31.29
4716030,-6.5129,40.3,31.28
4716751,-6.5129,41.3,31.27
4717472,-6.5129,41.3,31.26
4718193,-6.5129,41.3,31.26
4718914,-6.5129,41.3,31.25
4719635,-6.5129,40.3,31.23
4720356,-6.5129,40.3,31.23
4721077,-6.5129,40.3,31.22
4721798,-6.5129,41.3,31.21
4722519,-6.5129,40.3,31.20
4723240,-6.5129,41.3,31.19
4723961,-6.5129,40.3,31.18
4724682,-6.5129,40.3,31.18
4725403,-6.5129,41.3,31.17
4726124,-6.5129,40.3,31.16
4726845,-6.5129,41.3,31.15
4727566,-6.5129,40.3,31.14
4728287,-6.5129,41.3,31.13
4729008,-7.2791,41.3,31.12
4729729,-6.7834,41.3,31.11
4730450,-6.7608,40.3,31.11
4731171,-6.5805,41.3,31.09
4731892,-6.7608,40.3,31.09
4732613,-6.1749,40.3,31.08
4733334,-6.8510,40.3,31.07
4734055,-6.8284,40.3,31.06
4734776,-7.4369,40.3,31.06
4735497,-7.3918,40.3,31.05
4736218,-6.7834,40.3,31.04
4736939,-6.5355,40.3,31.03
# [n=6500] mean=-6.1204 m  sigma=1.8905 m  die=40.3 C  CalVal=-38
4737660,-6.7157,40.3,31.03
4738381,-6.6707,40.3,31.01
4739102,-7.3468,40.3,31.00
4739823,-7.3468,40.3,30.99
4740544,-7.3468,40.3,30.99
4741265,-7.3468,40.3,30.98
4741986,-7.3468,40.3,30.97
4742707,-7.3468,40.3,30.96
4743428,-7.3468,40.3,30.96
4744149,-7.3468,40.3,30.94
4744870,-7.3468,40.3,30.94
4745591,-7.3468,40.3,30.93
4746312,-7.3468,40.3,30.92
4747033,-7.3468,40.3,30.91
4747754,-7.3468,40.3,30.91
4748475,-7.3468,41.3,30.90
4749196,-7.3468,41.3,30.89
4749917,-7.3468,40.3,30.88
4750638,-7.3468,40.3,30.87
4751359,-7.3468,40.3,30.86
4752080,-7.3468,40.3,30.85
4752801,-7.3468,40.3,30.85
4753522,-7.3468,40.3,30.84
4754243,-7.3468,40.3,30.83
4754964,-7.3468,40.3,30.82
4755685,-6.7157,40.3,30.81
4756406,-6.8510,40.3,30.81
4757127,-6.9636,40.3,30.80
4757848,-6.9862,40.3,30.78
4758569,-7.1439,40.3,30.78
4759290,-6.9186,40.3,30.77
4760011,-7.5045,40.3,30.76
4760732,-6.9862,40.3,30.75
4761453,-6.8059,40.3,30.74
4762174,-7.6397,40.3,30.73
4762895,-6.9411,40.3,30.73
4763616,-5.9946,40.3,30.72
4764337,-7.6623,40.3,30.71
4765058,-6.9411,40.3,30.70
4765779,-6.8960,40.3,30.70
4766500,-6.8960,39.3,30.69
4767221,-6.8960,39.3,30.68
4767942,-6.8960,40.3,30.67
4768663,-6.8960,40.3,30.66
4769384,-6.8960,40.3,30.65
4770105,-6.8960,39.3,30.65
4770826,-6.8960,40.3,30.64
4771547,-6.8960,40.3,30.63
4772268,-6.8960,40.3,30.62
4772989,-6.8960,40.3,30.61
4773710,-6.8960,40.3,30.60
4774431,-6.8960,40.3,30.59
4775152,-6.8960,40.3,30.59
4775873,-6.8960,40.3,30.58
4776594,-6.8960,41.3,30.57
4777315,-6.8960,40.3,30.57
4778036,-6.8960,40.3,30.56
4778757,-6.8960,40.3,30.55
